Date,Weekday,Unit,MedicationType,Drug,IsRestockDay,StockLevel,Shortage,Delivered,Returned,DaysSupply,AvgTimeInStorage_days,WorkloadMin,PickAccuracy_pct,ErrorRate_per100,InventoryAdjustment_pct
2026-03-24,Tuesday,Gastro,Analgesics,TARADYL 10MG,No,69,Yes,36,9,2,2.7,25,98.1,2.5,7.6
2026-03-24,Tuesday,Gastro,Cardiovascular,BISOPROLOL VI 5MG,No,61,Yes,24,4,2,3.4,33,100,1.2,2.8
2026-03-24,Tuesday,Gastro,Anticoagulants,CLEXANE 60MG,No,91,No,38,5,2,4.5,22,98.0,0.6,6.0
2026-03-24,Tuesday,Gastro,Diuretics,HYGROTON 50MG,No,50,No,32,6,2,1.3,34,97.1,0.3,2.1
2026-03-24,Tuesday,Gastro,Respiratory,ACETYLCYSTEINE EG 600MG,No,65,No,13,3,2,3.3,39,98.1,1.9,5.1
2026-03-24,Tuesday,Gastro,Neurology/Psych,SEDISTRESS 200MG,No,64,No,31,5,2,3.7,40,96.7,0,1.0
2026-03-24,Tuesday,Gastro,Gastro/Digestive,ENTEROL 250MG,No,57,No,85,9,2,3.2,39,99.1,3.3,3.6
2026-03-24,Tuesday,Gastro,Perfusions/IV,PARACETAMOL BBR 1G,No,70,No,43,12,2,3.0,35,97.4,2.1,3.0
2026-03-25,Wednesday,Cardiology,Cardiovascular,AMLOR 5MG,Yes,49,No,25,7,3,2.6,53,100,1.4,0.3
2026-03-25,Wednesday,Cardiology,Anticoagulants,SINTROM 1MG,Yes,52,Yes,61,6,3,3.8,62,97.8,4.0,4.7
2026-03-25,Wednesday,Cardiology,Diuretics,KALIUM RETARD 600MG,Yes,86,No,70,12,3,5.1,40,97.2,1.4,2.2
2026-03-25,Wednesday,Cardiology,Respiratory,DUOVENT 4ML,Yes,73,No,11,2,3,2.9,62,97.6,2.1,3.1
2026-03-25,Wednesday,Cardiology,Antidiabetics,REPAGLINIDE EG 1MG,Yes,69,No,46,7,3,2.7,56,96.5,1.7,3.6
2026-03-25,Wednesday,Cardiology,Gastro/Digestive,BUSCOPAN 10MG,Yes,67,No,38,4,3,2.3,30,100,4.1,4.5
2026-03-25,Wednesday,Cardiology,Perfusions/IV,PARACETAMOL BBR 1G,Yes,74,Yes,51,7,3,2.7,64,97.0,3.2,2.3
2026-03-25,Wednesday,Surgery,Antibiotics,AMOXICLAV SZ 875/125,Yes,71,No,48,14,3,0.7,72,97.5,0.9,2.5
2026-03-25,Wednesday,Surgery,Analgesics,OXYNORM INSTANT 5MG,Yes,86,No,17,6,3,1.1,75,96.1,0,5.4
2026-03-25,Wednesday,Surgery,Antidiabetics,FORXIGA 10MG,Yes,76,No,52,14,3,2.1,73,99.1,2.0,0
2026-03-25,Wednesday,Surgery,Neurology/Psych,HALDOL 2MG/ML,Yes,91,No,29,8,3,2.3,72,100,3.3,4.5
2026-03-25,Wednesday,Surgery,Perfusions/IV,GLUCOSE 5% 100ML,Yes,75,No,28,10,3,3.2,51,96.6,1.2,6.0
2026-03-25,Wednesday,Orthopaedics,Antibiotics,AMOXICLAV SZ 875/125,Yes,50,No,18,6,3,3.3,38,100,1.6,0.7
2026-03-25,Wednesday,Orthopaedics,Analgesics,OXYNORM INSTANT 5MG,Yes,45,No,46,13,3,5.0,56,98.9,1.5,1.7
2026-03-25,Wednesday,Orthopaedics,Anticoagulants,CLEXANE 80MG,Yes,78,No,15,5,3,4.9,46,100,1.3,2.2
2026-03-25,Wednesday,Orthopaedics,Antidiabetics,METFORMINE VI 850MG,Yes,50,No,28,8,3,4.5,52,95.5,1.0,4.3
2026-03-25,Wednesday,Orthopaedics,Neurology/Psych,HALDOL 2MG/ML,Yes,85,No,15,4,3,2.3,44,98.1,0.8,2.4
2026-03-25,Wednesday,Orthopaedics,Gastro/Digestive,MOVICOL SACHET,Yes,37,No,39,12,3,3.0,41,98.6,1.0,4.9
2026-03-25,Wednesday,Orthopaedics,Perfusions/IV,NACL 0.9% 250ML,Yes,43,No,38,7,3,2.4,52,98.4,1.5,4.0
2026-03-25,Wednesday,Oncology,Analgesics,TARADYL 10MG,Yes,78,No,34,6,3,1.9,67,99.1,2.3,3.4
2026-03-25,Wednesday,Oncology,Anticoagulants,PRADAXA 150MG,Yes,37,No,34,3,3,2.3,62,98.6,1.2,3.4
2026-03-25,Wednesday,Oncology,Diuretics,LASIX 20MG,Yes,50,No,37,4,3,2.4,82,96.0,0.7,3.3
2026-03-25,Wednesday,Oncology,Respiratory,ATROVENT 0.25MG,Yes,45,No,36,6,3,2.9,71,98.1,3.5,4.0
2026-03-25,Wednesday,Oncology,Antidiabetics,EZETIMIBE EG 10MG,Yes,57,No,43,7,3,2.4,50,96.8,2.3,4.0
2026-03-25,Wednesday,Oncology,Neurology/Psych,ZOLPIDEM EG 10MG,Yes,99,No,40,3,3,4.8,45,96.7,3.9,0
2026-03-25,Wednesday,Oncology,Gastro/Digestive,BUSCOPAN 10MG,Yes,49,No,76,11,3,2.8,70,96.8,1.3,0.9
2026-03-25,Wednesday,Psychiatry,Antibiotics,CIPROFLOXACINE TV 500,Yes,38,No,31,2,7,6.9,27,98.3,1.1,4.3
2026-03-25,Wednesday,Psychiatry,Cardiovascular,ENTRESTO 49MG,Yes,80,No,46,3,7,7.6,44,96.8,2.2,0.8
2026-03-25,Wednesday,Psychiatry,Diuretics,BURINEX 1MG,Yes,73,No,26,1,7,9.8,31,100,2.0,4.2
2026-03-25,Wednesday,Psychiatry,Neurology/Psych,SEDISTRESS 200MG,Yes,72,No,37,2,7,10.0,35,98.4,0.1,3.6
2026-03-25,Wednesday,Psychiatry,Gastro/Digestive,MOVICOL SACHET,Yes,83,No,36,1,7,9.2,33,98.8,0.9,5.9
2026-03-25,Wednesday,Psychiatry,Perfusions/IV,NACL 0.9% 250ML,Yes,78,No,42,1,7,6.1,30,97.9,0.9,2.1
2026-03-25,Wednesday,Neurology,Analgesics,TARADYL 10MG,Yes,19,No,33,3,3,3.4,44,94.1,2.0,6.1
2026-03-25,Wednesday,Neurology,Cardiovascular,LIPITOR 40MG,Yes,56,No,40,9,3,2.1,40,97.8,1.1,2.5
2026-03-25,Wednesday,Neurology,Anticoagulants,ELIQUIS 5MG,Yes,73,No,4,1,3,4.5,45,97.8,2.1,3.1
2026-03-25,Wednesday,Neurology,Respiratory,ATROVENT 0.25MG,Yes,68,No,11,1,3,4.2,48,98.9,2.5,0.7
2026-03-25,Wednesday,Neurology,Antidiabetics,REPAGLINIDE EG 1MG,Yes,93,No,42,8,3,4.4,43,98.3,2.7,0.8
2026-03-25,Wednesday,Neurology,Neurology/Psych,SEDISTRESS 200MG,Yes,39,No,55,12,3,2.9,48,96.0,3.3,4.2
2026-03-25,Wednesday,Neurology,Gastro/Digestive,NEXIAM 20MG,Yes,74,No,33,3,3,4.1,46,97.1,2.9,5.0
2026-03-25,Wednesday,Emergency,Antibiotics,CEFAZOLINE VI 1G,Yes,100,No,23,10,3,0.5,71,93.9,2.9,8.0
2026-03-25,Wednesday,Emergency,Analgesics,OXYNORM INSTANT 5MG,Yes,57,No,60,19,3,1.7,77,98.1,2.5,0.6
2026-03-25,Wednesday,Emergency,Cardiovascular,BISOPROLOL VI 5MG,Yes,66,No,26,9,3,1.3,90,98.4,0.9,3.4
2026-03-25,Wednesday,Emergency,Anticoagulants,CLEXANE 80MG,Yes,17,No,42,11,3,0.5,78,98.8,3.4,4.5
2026-03-25,Wednesday,Emergency,Diuretics,FUROSEMIDE EG 40MG,Yes,35,No,22,6,3,0.5,82,97.8,1.8,4.0
2026-03-25,Wednesday,Emergency,Antidiabetics,METFORMINE VI 850MG,Yes,71,No,39,21,3,0.5,82,99.3,4.1,3.7
2026-03-25,Wednesday,Emergency,Gastro/Digestive,ENTEROL 250MG,Yes,49,No,11,2,3,1.3,77,94.1,2.4,3.3
2026-03-25,Wednesday,Emergency,Perfusions/IV,GLUCOSE 5% 100ML,Yes,44,No,37,16,3,0.9,77,98.1,2.0,4.7
2026-03-25,Wednesday,Geriatrics,Antibiotics,FLUCLOXACILLINE FK 2G,Yes,47,No,35,3,3,5.4,32,97.8,2.4,0.8
2026-03-25,Wednesday,Geriatrics,Cardiovascular,LIPITOR 40MG,Yes,66,No,52,5,3,6.1,50,95.3,1.1,5.5
2026-03-25,Wednesday,Geriatrics,Anticoagulants,PRADAXA 150MG,Yes,43,No,30,4,3,4.9,61,95.8,0,2.6
2026-03-25,Wednesday,Geriatrics,Diuretics,LASIX 20MG,Yes,50,No,35,3,3,7.4,36,98.0,1.6,0.5
2026-03-25,Wednesday,Geriatrics,Gastro/Digestive,NEXIAM 20MG,Yes,70,No,50,7,3,6.1,33,100,1.7,0
2026-03-25,Wednesday,Geriatrics,Perfusions/IV,NACL 0.9% 500ML,Yes,76,Yes,44,4,3,5.5,60,99.9,1.9,0.7
2026-03-25,Wednesday,Pneumology,Antibiotics,CIPROFLOXACINE TV 500,Yes,43,No,36,8,3,4.2,58,96.1,2.4,3.0
2026-03-25,Wednesday,Pneumology,Analgesics,DAFALGAN 1G,Yes,61,Yes,28,3,3,3.5,52,100,1.2,4.3
2026-03-25,Wednesday,Pneumology,Cardiovascular,ENTRESTO 49MG,Yes,31,No,19,2,3,1.7,36,99.5,3.0,3.4
2026-03-25,Wednesday,Pneumology,Anticoagulants,PRADAXA 150MG,Yes,77,No,37,4,3,1.7,44,97.1,1.3,1.2
2026-03-25,Wednesday,Pneumology,Respiratory,ATROVENT 0.25MG,Yes,80,No,28,5,3,2.4,33,96.5,2.7,5.1
2026-03-25,Wednesday,Pneumology,Antidiabetics,FORXIGA 10MG,Yes,56,No,28,7,3,2.8,26,98.9,1.4,0
2026-03-25,Wednesday,Pneumology,Neurology/Psych,HALDOL 2MG/ML,Yes,51,No,22,4,3,2.1,44,96.4,0,2.8
2026-03-25,Wednesday,Pneumology,Perfusions/IV,NACL 0.9% 250ML,Yes,84,No,14,3,3,2.4,42,97.1,2.7,3.8
2026-03-25,Wednesday,Gastro,Antibiotics,FLUCLOXACILLINE FK 2G,Yes,60,No,13,3,3,0.8,44,99.5,0.9,4.1
2026-03-25,Wednesday,Gastro,Analgesics,TRADONAL ODIS 50MG,Yes,62,No,79,17,3,3.7,39,99.7,2.7,4.8
2026-03-25,Wednesday,Gastro,Diuretics,HYGROTON 50MG,Yes,56,No,34,6,3,4.2,30,99.8,3.1,3.5
2026-03-25,Wednesday,Gastro,Antidiabetics,FORXIGA 10MG,Yes,66,No,42,6,3,2.7,44,97.7,3.4,0.6
2026-03-25,Wednesday,Gastro,Gastro/Digestive,PANTOMED 40MG,Yes,75,No,75,13,3,3.9,30,96.1,2.4,1.6
2026-03-25,Wednesday,Gastro,Perfusions/IV,NACL 0.9% 250ML,Yes,88,No,30,8,3,3.9,35,96.2,2.5,2.6
2026-03-26,Thursday,Cardiology,Cardiovascular,AMLOR 5MG,No,59,No,31,3,2,2.4,52,98.8,2.0,4.3
2026-03-26,Thursday,Cardiology,Anticoagulants,ELIQUIS 5MG,No,58,No,41,11,2,3.5,40,99.6,2.2,5.2
2026-03-26,Thursday,Cardiology,Diuretics,KALIUM RETARD 600MG,No,77,No,54,12,2,4.0,33,96.2,0.5,3.7
2026-03-26,Thursday,Cardiology,Antidiabetics,EZETIMIBE EG 10MG,No,43,No,27,7,2,1.8,39,99.3,3.8,4.6
2026-03-26,Thursday,Cardiology,Neurology/Psych,SEDISTRESS 200MG,No,54,No,19,2,2,6.8,41,96.3,3.6,4.6
2026-03-26,Thursday,Cardiology,Gastro/Digestive,PRIMPERAN 10MG,No,70,No,37,8,2,2.8,55,99.5,2.5,6.4
2026-03-26,Thursday,Cardiology,Perfusions/IV,GLUCOSE 5% 100ML,No,68,No,33,7,2,3.6,44,98.8,2.6,4.7
2026-03-26,Thursday,Surgery,Antibiotics,AMOXICLAV SZ 875/125,No,64,No,48,14,2,3.5,61,98.8,1.3,1.3
2026-03-26,Thursday,Surgery,Analgesics,OXYNORM INSTANT 5MG,No,43,No,67,18,2,0.5,57,95.4,3.3,3.2
2026-03-26,Thursday,Surgery,Anticoagulants,CLEXANE 60MG,No,95,No,34,7,2,0.5,54,95.8,2.0,2.0
2026-03-26,Thursday,Surgery,Antidiabetics,JARDIANCE 10MG,No,86,No,31,13,2,0.5,60,98.8,0,5.5
2026-03-26,Thursday,Surgery,Perfusions/IV,GLUCOSE 5% 100ML,No,67,No,49,19,2,1.3,54,93.1,1.7,7.5
2026-03-26,Thursday,Orthopaedics,Antibiotics,CLAMOXYL 1G,No,59,No,6,1,2,2.5,34,98.4,0.9,0.3
2026-03-26,Thursday,Orthopaedics,Analgesics,TRADONAL ODIS 50MG,No,41,No,60,13,2,1.0,42,96.5,2.7,5.8
2026-03-26,Thursday,Orthopaedics,Cardiovascular,AMLOR 5MG,No,23,No,27,5,2,4.3,57,97.9,0.9,1.2
2026-03-26,Thursday,Orthopaedics,Anticoagulants,SINTROM 1MG,No,79,No,20,6,2,1.9,39,97.8,0.2,4.3
2026-03-26,Thursday,Orthopaedics,Perfusions/IV,PARACETAMOL BBR 1G,No,92,No,32,7,2,1.7,44,100,2.5,4.0
2026-03-26,Thursday,Oncology,Antibiotics,CLAMOXYL 1G,No,50,No,31,3,2,2.9,51,100,1.6,2.8
2026-03-26,Thursday,Oncology,Analgesics,MORPHINE HCL 10MG,No,47,Yes,12,1,2,4.7,57,100,1.2,3.2
2026-03-26,Thursday,Oncology,Diuretics,FUROSEMIDE EG 40MG,No,66,No,35,4,2,0.9,53,95.1,0.3,3.7
2026-03-26,Thursday,Oncology,Respiratory,LYSOMUCIL 10% 300MG,No,37,No,26,3,2,3.3,35,99.8,1.9,0.7
2026-03-26,Thursday,Oncology,Antidiabetics,REPAGLINIDE EG 1MG,No,55,No,44,7,2,2.5,56,96.1,0.2,2.9
2026-03-26,Thursday,Oncology,Neurology/Psych,HALDOL 2MG/ML,No,65,No,41,6,2,1.7,55,96.6,1.3,5.9
2026-03-26,Thursday,Oncology,Gastro/Digestive,PRIMPERAN 10MG,No,36,No,52,7,2,3.1,48,99.7,1.1,4.1
2026-03-26,Thursday,Psychiatry,Antibiotics,CEFAZOLINE VI 1G,No,66,No,37,2,7,9.0,35,97.0,1.7,4.0
2026-03-26,Thursday,Psychiatry,Analgesics,OXYNORM INSTANT 5MG,No,67,No,33,2,7,7.2,25,95.4,2.2,3.0
2026-03-26,Thursday,Psychiatry,Cardiovascular,ENTRESTO 49MG,No,55,No,36,2,7,8.9,23,99.4,3.1,4.6
2026-03-26,Thursday,Psychiatry,Anticoagulants,CLEXANE 40MG,No,51,No,18,1,7,9.5,35,97.5,1.5,2.8
2026-03-26,Thursday,Psychiatry,Diuretics,KALIUM RETARD 600MG,No,87,No,41,1,7,10.1,31,100,2.0,3.9
2026-03-26,Thursday,Psychiatry,Respiratory,ACETYLCYSTEINE EG 600MG,No,46,No,11,1,7,7.3,33,91.5,1.1,3.1
2026-03-26,Thursday,Psychiatry,Antidiabetics,METFORMINE VI 850MG,No,67,No,27,1,7,10.4,36,97.3,2.6,0.5
2026-03-26,Thursday,Psychiatry,Neurology/Psych,DIAZEPAM EG 10MG,No,68,No,36,3,7,8.4,17,93.8,2.0,0
2026-03-26,Thursday,Psychiatry,Gastro/Digestive,BUSCOPAN 10MG,No,61,No,39,3,7,8.5,41,96.5,1.3,3.6
2026-03-26,Thursday,Neurology,Analgesics,TARADYL 10MG,No,95,No,21,2,2,4.4,49,98.6,2.0,3.2
2026-03-26,Thursday,Neurology,Cardiovascular,CORDARONE 150MG,No,78,No,27,6,2,4.5,39,94.4,2.7,4.7
2026-03-26,Thursday,Neurology,Anticoagulants,PRADAXA 150MG,No,33,No,55,10,2,4.1,44,97.2,1.4,4.9
2026-03-26,Thursday,Neurology,Respiratory,ATROVENT 0.25MG,No,89,No,19,4,2,4.1,41,94.4,2.7,3.9
2026-03-26,Thursday,Neurology,Neurology/Psych,LORAZEPAM EG 1MG,No,54,No,43,9,2,4.2,48,96.9,2.4,3.3
2026-03-26,Thursday,Neurology,Perfusions/IV,GLUCOSE 5% 250ML,No,87,No,33,7,2,5.2,44,100,1.8,2.5
2026-03-26,Thursday,Emergency,Antibiotics,CLAMOXYL 1G,No,74,No,29,8,2,0.9,65,100,2.5,3.1
2026-03-26,Thursday,Emergency,Analgesics,IBUPROFEN EG 600MG,No,37,No,56,20,2,1.0,62,97.0,1.5,4.1
2026-03-26,Thursday,Emergency,Cardiovascular,LIPITOR 40MG,No,31,No,33,9,2,0.5,70,95.8,3.9,6.8
2026-03-26,Thursday,Emergency,Diuretics,FUROSEMIDE EG 40MG,No,68,No,38,14,2,1.7,68,97.2,2.4,6.4
2026-03-26,Thursday,Emergency,Respiratory,ATROVENT 0.25MG,No,48,No,27,9,2,1.7,52,96.1,2.0,3.6
2026-03-26,Thursday,Emergency,Antidiabetics,EZETIMIBE EG 10MG,No,75,Yes,38,8,2,0.5,58,96.2,2.0,0.3
2026-03-26,Thursday,Emergency,Neurology/Psych,ZOLPIDEM EG 10MG,No,49,No,25,10,2,0.5,57,96.3,1.8,6.4
2026-03-26,Thursday,Emergency,Perfusions/IV,NACL 0.9% 250ML,No,84,No,49,16,2,0.5,59,100,1.0,4.4
2026-03-26,Thursday,Geriatrics,Analgesics,IBUPROFEN EG 600MG,No,70,No,23,2,2,5.9,25,99.3,1.5,3.5
2026-03-26,Thursday,Geriatrics,Cardiovascular,ENTRESTO 49MG,No,79,No,62,5,2,7.6,35,100,2.6,3.4
2026-03-26,Thursday,Geriatrics,Anticoagulants,PRADAXA 150MG,No,45,No,35,2,2,6.6,25,94.9,1.9,0.5
2026-03-26,Thursday,Geriatrics,Diuretics,BURINEX 1MG,No,57,No,26,3,2,6.6,34,96.2,1.4,8.3
2026-03-26,Thursday,Geriatrics,Antidiabetics,REPAGLINIDE EG 1MG,No,70,No,24,2,2,6.7,18,96.4,2.6,0
2026-03-26,Thursday,Geriatrics,Gastro/Digestive,BUSCOPAN 10MG,No,49,No,42,3,2,7.6,33,97.7,1.2,1.0
2026-03-26,Thursday,Pneumology,Antibiotics,AMOXICLAV SZ 875/125,No,60,No,54,14,2,3.6,38,95.6,2.1,2.5
2026-03-26,Thursday,Pneumology,Cardiovascular,LIPITOR 40MG,No,89,No,34,6,2,3.0,35,97.4,2.7,1.3
2026-03-26,Thursday,Pneumology,Diuretics,LASIX 20MG,No,58,No,35,6,2,1.7,27,97.2,3.8,5.9
2026-03-26,Thursday,Pneumology,Respiratory,OXYGENE MEDICAL S05,No,64,No,46,11,2,3.6,40,93.2,2.5,3.6
2026-03-26,Thursday,Pneumology,Antidiabetics,EZETIMIBE EG 10MG,No,44,Yes,37,9,2,1.9,37,98.8,3.9,5.2
2026-03-26,Thursday,Pneumology,Perfusions/IV,NACL 0.9% 250ML,No,60,No,18,2,2,2.6,23,97.7,2.0,0
2026-03-26,Thursday,Gastro,Antibiotics,PIPERACILL/TAZOBACT 4G,No,80,No,35,8,2,2.5,35,97.5,0.7,4.0
2026-03-26,Thursday,Gastro,Analgesics,TRADONAL ODIS 50MG,No,59,No,35,5,2,0.5,48,94.7,1.2,4.2
2026-03-26,Thursday,Gastro,Anticoagulants,ELIQUIS 5MG,No,72,No,20,2,2,4.0,39,100,3.3,1.5
2026-03-26,Thursday,Gastro,Diuretics,BURINEX 1MG,No,53,No,29,8,2,2.5,27,97.7,2.0,8.0
2026-03-26,Thursday,Gastro,Respiratory,PULMICORT 1MG,No,61,No,29,6,2,3.4,25,96.8,1.0,0.9
2026-03-26,Thursday,Gastro,Gastro/Digestive,NEXIAM 20MG,No,51,No,39,4,2,3.1,39,98.9,1.5,4.0
2026-03-26,Thursday,Gastro,Perfusions/IV,NACL 0.9% 500ML,No,83,No,16,4,2,3.5,23,100,1.0,6.2
2026-03-27,Friday,Cardiology,Antibiotics,PIPERACILL/TAZOBACT 4G,Yes,77,No,39,7,3,2.8,51,100,1.6,0.3
2026-03-27,Friday,Cardiology,Analgesics,TARADYL 10MG,Yes,55,No,17,3,3,4.7,48,95.7,3.1,2.4
2026-03-27,Friday,Cardiology,Cardiovascular,LIPITOR 40MG,Yes,82,No,41,4,3,2.8,56,98.1,2.0,2.7
2026-03-27,Friday,Cardiology,Anticoagulants,CLEXANE 80MG,Yes,54,No,38,5,3,4.1,54,98.3,3.5,1.9
2026-03-27,Friday,Cardiology,Diuretics,KALIUM RETARD 600MG,Yes,100,No,45,11,3,1.9,49,98.0,1.2,6.8
2026-03-27,Friday,Cardiology,Respiratory,DUOVENT 4ML,Yes,63,No,47,5,3,4.4,54,98.8,1.9,1.0
2026-03-27,Friday,Cardiology,Antidiabetics,METFORMINE VI 850MG,Yes,61,No,29,8,3,4.3,65,97.2,2.9,3.8
2026-03-27,Friday,Cardiology,Neurology/Psych,LORAZEPAM EG 1MG,Yes,74,No,17,2,3,2.8,47,96.9,3.0,4.5
2026-03-27,Friday,Surgery,Antibiotics,PIPERACILL/TAZOBACT 4G,Yes,90,No,35,15,3,1.6,80,95.2,2.2,0.8
2026-03-27,Friday,Surgery,Analgesics,DAFALGAN 1G,Yes,29,No,43,15,3,2.7,71,96.9,2.1,0
2026-03-27,Friday,Surgery,Cardiovascular,LIPITOR 40MG,Yes,69,No,25,6,3,2.1,66,99.4,0.7,1.8
2026-03-27,Friday,Surgery,Anticoagulants,SINTROM 1MG,Yes,69,No,21,3,3,1.0,58,98.0,1.8,5.9
2026-03-27,Friday,Surgery,Neurology/Psych,SEDISTRESS 200MG,Yes,72,No,36,11,3,0.6,80,98.8,2.3,2.5
2026-03-27,Friday,Surgery,Perfusions/IV,GLUCOSE 5% 250ML,Yes,63,No,27,9,3,0.9,84,95.8,1.1,2.3
2026-03-27,Friday,Orthopaedics,Antibiotics,CIPROFLOXACINE TV 500,Yes,73,No,56,14,3,2.8,43,99.5,3.4,2.0
2026-03-27,Friday,Orthopaedics,Analgesics,IBUPROFEN EG 600MG,Yes,75,No,48,11,3,2.0,47,100,0.6,5.3
2026-03-27,Friday,Orthopaedics,Anticoagulants,PRADAXA 150MG,Yes,37,No,21,6,3,0.9,37,98.6,1.8,0.6
2026-03-27,Friday,Orthopaedics,Diuretics,BURINEX 1MG,Yes,94,No,20,5,3,5.0,51,99.2,0.9,1.2
2026-03-27,Friday,Orthopaedics,Antidiabetics,EZETIMIBE EG 10MG,Yes,79,Yes,19,4,3,1.6,47,96.7,0.6,1.8
2026-03-27,Friday,Orthopaedics,Neurology/Psych,XANAX 0.25MG,Yes,100,No,39,4,3,1.8,55,94.2,0.3,6.5
2026-03-27,Friday,Orthopaedics,Gastro/Digestive,NEXIAM 20MG,Yes,59,No,16,3,3,5.0,52,100,3.0,1.9
2026-03-27,Friday,Oncology,Antibiotics,AMOXICLAV SZ 875/125,Yes,27,No,26,4,3,2.6,60,97.4,2.3,1.6
2026-03-27,Friday,Oncology,Analgesics,TRADONAL ODIS 50MG,Yes,48,No,54,7,3,5.4,65,97.8,0,2.4
2026-03-27,Friday,Oncology,Cardiovascular,AMLOR 5MG,Yes,88,No,28,4,3,2.0,70,95.8,1.3,3.0
2026-03-27,Friday,Oncology,Anticoagulants,CLEXANE 40MG,Yes,58,No,23,2,3,3.4,74,98.3,1.2,0
2026-03-27,Friday,Oncology,Diuretics,SPIRONOLACTONE EG 25MG,Yes,39,No,30,5,3,1.7,68,98.4,0.7,6.2
2026-03-27,Friday,Oncology,Antidiabetics,METFORMINE VI 850MG,Yes,30,No,75,9,3,0.5,58,100,1.1,3.7
2026-03-27,Friday,Oncology,Neurology/Psych,ZOLPIDEM EG 10MG,Yes,36,No,31,5,3,3.2,68,98.5,0.6,5.2
2026-03-27,Friday,Oncology,Gastro/Digestive,PANTOMED 40MG,Yes,13,No,36,2,3,3.3,61,99.8,3.2,3.1
2026-03-27,Friday,Oncology,Perfusions/IV,GLUCOSE 5% 250ML,Yes,42,No,23,2,3,2.1,65,95.5,2.3,3.4
2026-03-27,Friday,Psychiatry,Antibiotics,CLAMOXYL 1G,Yes,80,No,26,1,7,7.2,42,96.3,3.6,5.2
2026-03-27,Friday,Psychiatry,Cardiovascular,BISOPROLOL VI 5MG,Yes,70,No,37,3,7,9.1,32,97.6,0.9,4.3
2026-03-27,Friday,Psychiatry,Anticoagulants,PRADAXA 150MG,Yes,75,No,23,1,7,9.7,44,97.7,2.7,3.3
2026-03-27,Friday,Psychiatry,Diuretics,LASIX 20MG,Yes,69,No,16,1,7,7.5,41,95.2,4.0,2.2
2026-03-27,Friday,Psychiatry,Respiratory,DUOVENT 4ML,Yes,34,No,27,2,7,8.7,26,95.3,4.1,5.7
2026-03-27,Friday,Psychiatry,Antidiabetics,FORXIGA 10MG,Yes,83,No,32,2,7,6.0,30,98.7,4.4,3.9
2026-03-27,Friday,Psychiatry,Neurology/Psych,XANAX 0.25MG,Yes,100,No,34,2,7,6.5,42,98.0,0.1,4.9
2026-03-27,Friday,Psychiatry,Gastro/Digestive,NEXIAM 20MG,Yes,68,No,48,3,7,8.8,15,99.7,1.3,1.6
2026-03-27,Friday,Psychiatry,Perfusions/IV,NACL 0.9% 500ML,Yes,67,No,38,2,7,7.9,35,96.9,0.5,2.5
2026-03-27,Friday,Neurology,Antibiotics,CEFAZOLINE VI 1G,Yes,59,No,21,2,3,3.0,39,96.9,0.8,6.2
2026-03-27,Friday,Neurology,Analgesics,MORPHINE HCL 10MG,Yes,97,No,36,4,3,4.4,48,96.2,0.9,4.3
2026-03-27,Friday,Neurology,Cardiovascular,AMLOR 5MG,Yes,76,Yes,68,13,3,4.7,51,96.1,1.3,2.7
2026-03-27,Friday,Neurology,Anticoagulants,CLEXANE 80MG,Yes,78,No,45,4,3,2.9,36,95.7,4.1,4.2
2026-03-27,Friday,Neurology,Respiratory,ATROVENT 0.25MG,Yes,60,No,27,5,3,6.6,36,97.1,1.2,2.6
2026-03-27,Friday,Neurology,Neurology/Psych,DIAZEPAM EG 10MG,Yes,100,No,44,5,3,4.4,63,96.5,0.4,3.7
2026-03-27,Friday,Neurology,Gastro/Digestive,ENTEROL 250MG,Yes,72,Yes,31,5,3,3.9,54,96.2,1.2,3.4
2026-03-27,Friday,Emergency,Antibiotics,PIPERACILL/TAZOBACT 4G,Yes,45,No,46,14,3,0.9,75,95.6,2.3,0
2026-03-27,Friday,Emergency,Analgesics,DAFALGAN 1G,Yes,45,No,44,16,3,0.5,76,97.2,2.4,4.1
2026-03-27,Friday,Emergency,Anticoagulants,CLEXANE 40MG,Yes,56,No,42,8,3,0.5,85,97.9,2.8,4.9
2026-03-27,Friday,Emergency,Antidiabetics,METFORMINE VI 850MG,Yes,29,No,46,14,3,2.4,80,95.9,1.7,0
2026-03-27,Friday,Emergency,Neurology/Psych,DIAZEPAM EG 10MG,Yes,39,No,45,16,3,0.5,84,99.4,2.4,3.1
2026-03-27,Friday,Emergency,Perfusions/IV,GLUCOSE 5% 250ML,Yes,93,No,49,21,3,1.7,81,97.7,2.1,5.9
2026-03-27,Friday,Geriatrics,Antibiotics,CEFAZOLINE VI 1G,Yes,100,No,22,1,3,8.0,40,93.9,2.4,4.7
2026-03-27,Friday,Geriatrics,Cardiovascular,CEDOCARD 10MG,Yes,53,No,36,2,3,7.2,35,96.5,2.8,4.3
2026-03-27,Friday,Geriatrics,Anticoagulants,SINTROM 1MG,Yes,20,No,19,2,3,7.5,34,95.9,1.3,2.4
2026-03-27,Friday,Geriatrics,Diuretics,LASIX 20MG,Yes,71,No,75,8,3,6.5,56,97.1,2.2,0.7
2026-03-27,Friday,Geriatrics,Respiratory,LYSOMUCIL 10% 300MG,Yes,60,No,41,4,3,6.2,33,100,0,2.7
2026-03-27,Friday,Geriatrics,Antidiabetics,METFORMINE VI 850MG,Yes,57,No,20,2,3,8.0,42,98.0,0.4,4.4
